ID,gender,friend1,friend2,selfest1,selfest2,selfest3,lifesat1,lifesat2,lifesat3,friend_m,selfest_m,lifesat_m
1378,1,4,4,3,3,3,3,3,4,4,3,3.333333
1379,1,4,3,4,3,4,3,3,3,3.5,3.666667,3
1380,1,3,3,3,2,3,3,2,3,3,2.666667,2.666667
1381,1,2,3,4,3,4,3,3,3,2.5,3.666667,3
1382,1,2,2,3,3,2,3,3,3,2,2.666667,3
1383,2,3,4,2,2,2,2,1,2,3.5,2,1.666667
1384,1,4,3,3,3,3,4,3,4,3.5,3,3.666667
1385,2,3,2,3,2,3,3,2,3,2.5,2.666667,2.666667
1386,2,3,4,3,3,2,3,3,3,3.5,2.666667,3
1387,2,3,3,4,3,4,4,4,4,3,3.666667,4
1388,1,4,4,4,4,4,4,4,4,4,4,4
1389,2,3,1,2,2,2,2,1,1,2,2,1.333333
1390,2,4,4,3,3,3,2,2,3,4,3,2.333333
1391,2,3,3,4,3,3,3,4,3,3,3.333333,3.333333
1392,2,3,2,3,3,3,3,2,3,2.5,3,2.666667
1393,1,3,3,4,3,4,4,4,3,3,3.666667,3.666667
1394,1,4,4,4,4,4,4,4,4,4,4,4
1395,2,4,4,4,3,3,4,3,4,4,3.333333,3.666667
1396,1,3,3,3,4,3,4,3,4,3,3.333333,3.666667
1397,1,3,1,3,3,2,3,1,3,2,2.666667,2.333333
1398,1,4,2,3,2,3,4,2,3,3,2.666667,3
1399,1,3,3,3,3,3,4,4,4,3,3,4
1400,1,3,3,3,3,4,4,3,4,3,3.333333,3.666667
1401,2,2,2,2,2,2,2,2,2,2,2,2
1402,1,2,2,3,3,3,2,2,2,2,3,2
1403,2,3,3,3,3,3,3,2,3,3,3,2.666667
1404,2,3,3,3,2,2,3,2,3,3,2.333333,2.666667
1405,1,3,2,2,2,3,2,2,3,2.5,2.333333,2.333333
1406,2,4,4,4,3,3,3,3,3,4,3.333333,3
1407,2,2,2,2,2,3,2,2,2,2,2.333333,2
1408,1,3,3,3,3,3,3,2,3,3,3,2.666667
1409,1,3,3,3,3,3,3,3,3,3,3,3
1410,1,3,3,3,3,3,3,3,3,3,3,3
1411,2,3,3,3,3,3,3,3,3,3,3,3
1412,2,3,3,1,2,2,3,2,3,3,1.666667,2.666667
1413,2,2,3,1,1,2,2,2,2,2.5,1.333333,2
1414,2,3,3,3,3,3,3,3,2,3,3,2.666667
1415,2,3,3,2,2,4,2,1,2,3,2.666667,1.666667
1416,2,3,3,2,2,3,3,2,3,3,2.333333,2.666667
1417,2,3,3,3,3,3,4,2,4,3,3,3.333333
1418,2,2,1,3,3,2,2,3,2,1.5,2.666667,2.333333
1419,2,3,3,3,3,3,3,3,3,3,3,3
1420,1,3,3,3,2,3,3,2,3,3,2.666667,2.666667
1421,1,3,1,4,2,3,4,4,4,2,3,4
1422,1,3,3,3,3,2,3,2,2,3,2.666667,2.333333
1423,1,3,3,4,3,4,4,4,4,3,3.666667,4
1424,1,3,1,3,2,3,4,3,3,2,2.666667,3.333333
1425,1,2,2,2,2,2,3,2,2,2,2,2.333333
1426,1,3,4,3,3,4,3,1,3,3.5,3.333333,2.333333
1427,1,3,3,3,2,2,3,2,3,3,2.333333,2.666667
1428,1,3,3,3,3,3,3,3,3,3,3,3
1429,1,2,3,3,3,3,3,2,3,2.5,3,2.666667
1430,1,3,1,2,1,2,3,3,3,2,1.666667,3
1431,1,3,3,2,2,3,3,2,3,3,2.333333,2.666667
1432,1,3,3,3,2,2,3,2,3,3,2.333333,2.666667
1433,1,2,2,2,2,2,2,2,2,2,2,2
1434,1,2,1,2,2,2,3,2,3,1.5,2,2.666667
1435,1,3,2,1,3,3,3,2,2,2.5,2.333333,2.333333
1436,1,3,2,4,3,4,4,4,3,2.5,3.666667,3.666667
1437,2,2,2,2,2,2,2,2,2,2,2,2
1438,2,3,3,3,3,3,4,4,4,3,3,4
1439,1,4,4,4,4,4,4,4,4,4,4,4
1440,1,3,4,3,2,2,4,3,3,3.5,2.333333,3.333333
1441,1,3,3,3,3,3,3,2,3,3,3,2.666667
1442,1,3,3,2,2,3,3,3,3,3,2.333333,3
1443,2,3,3,3,3,3,3,2,3,3,3,2.666667
1444,1,3,3,3,3,3,3,2,3,3,3,2.666667
1445,1,4,2,3,2,3,3,2,3,3,2.666667,2.666667
1446,1,3,3,3,3,4,4,3,4,3,3.333333,3.666667
1447,1,3,3,3,2,2,3,3,3,3,2.333333,3
1448,2,3,3,3,3,3,3,3,3,3,3,3
1449,1,4,4,3,4,4,4,3,4,4,3.666667,3.666667
1450,2,3,3,3,2,3,3,3,3,3,2.666667,3
1451,2,3,2,4,3,3,3,2,3,2.5,3.333333,2.666667
1452,1,3,3,4,3,3,3,3,3,3,3.333333,3
1453,2,3,2,2,3,2,2,3,2,2.5,2.333333,2.333333
1454,2,3,3,4,3,4,3,2,2,3,3.666667,2.333333
1455,2,4,4,4,3,4,4,3,4,4,3.666667,3.666667
1456,2,3,4,3,3,3,3,2,3,3.5,3,2.666667
1457,1,2,1,2,2,3,3,3,3,1.5,2.333333,3
1458,2,2,3,2,2,2,2,2,2,2.5,2,2
1459,2,4,4,4,2,4,4,2,4,4,3.333333,3.333333
1460,2,4,4,4,4,4,4,2,4,4,4,3.333333
1461,2,2,3,2,2,3,3,1,3,2.5,2.333333,2.333333
1462,2,3,3,4,4,4,4,3,4,3,4,3.666667
1463,1,2,2,3,2,3,4,3,4,2,2.666667,3.666667
1464,1,2,3,2,2,3,4,2,3,2.5,2.333333,3
1465,1,3,2,2,3,3,3,3,3,2.5,2.666667,3
1466,1,3,3,4,2,3,4,2,4,3,3,3.333333
1467,1,3,3,4,3,4,3,3,3,3,3.666667,3
1468,1,3,2,3,3,2,2,2,2,2.5,2.666667,2
1469,1,3,3,4,4,4,4,4,4,3,4,4
1470,1,4,4,4,4,4,4,3,4,4,4,3.666667
1471,1,2,3,4,3,4,4,4,3,2.5,3.666667,3.666667
1472,1,3,3,4,3,3,3,3,3,3,3.333333,3
1473,1,3,3,3,3,3,4,4,4,3,3,4
1474,1,3,3,2,2,3,3,2,3,3,2.333333,2.666667
1475,1,4,4,4,3,4,4,4,4,4,3.666667,4
1476,2,3,4,2,2,2,3,3,3,3.5,2,3
1477,2,4,4,4,2,4,4,3,4,4,3.333333,3.666667
1478,2,3,3,3,2,3,3,3,3,3,2.666667,3
1479,2,3,2,1,1,1,2,1,1,2.5,1,1.333333
1480,2,3,3,2,3,3,3,3,3,3,2.666667,3
1481,2,3,3,3,3,3,3,2,3,3,3,2.666667
1482,2,4,4,2,3,3,3,2,3,4,2.666667,2.666667
1483,2,3,4,3,2,3,3,3,3,3.5,2.666667,3
1484,2,3,3,3,2,2,3,2,3,3,2.333333,2.666667
1485,2,4,3,4,2,4,4,3,4,3.5,3.333333,3.666667
1486,2,3,3,3,3,3,3,1,3,3,3,2.333333
1487,2,3,4,4,3,3,3,1,3,3.5,3.333333,2.333333
1488,2,3,3,2,1,3,3,3,3,3,2,3
1489,1,4,4,4,4,4,4,2,3,4,4,3
1490,1,2,2,3,3,4,3,3,3,2,3.333333,3
1491,2,2,2,2,3,3,2,2,2,2,2.666667,2
1492,2,3,4,2,2,2,2,1,2,3.5,2,1.666667
1493,1,2,3,2,2,3,3,3,3,2.5,2.333333,3
1494,1,2,2,4,2,3,2,3,3,2,3,2.666667
1495,2,3,3,3,2,3,3,3,3,3,2.666667,3
1496,2,3,2,1,2,2,2,2,2,2.5,1.666667,2
1497,1,3,2,3,3,3,3,3,3,2.5,3,3
1498,1,4,4,4,3,4,4,4,4,4,3.666667,4
1499,1,3,3,3,4,3,4,2,3,3,3.333333,3
1500,2,3,4,2,2,1,2,1,2,3.5,1.666667,1.666667
1501,2,3,3,2,2,2,3,1,3,3,2,2.333333
1502,1,2,3,3,2,2,3,2,2,2.5,2.333333,2.333333
1503,2,4,4,4,3,4,4,4,4,4,3.666667,4
1504,2,3,3,3,3,3,3,3,3,3,3,3
1505,1,3,2,3,3,4,4,4,3,2.5,3.333333,3.666667
1506,1,2,2,3,3,2,3,2,3,2,2.666667,2.666667
1507,2,3,2,2,3,3,3,2,3,2.5,2.666667,2.666667
1508,1,3,3,3,2,2,3,2,3,3,2.333333,2.666667
1509,1,3,3,3,3,3,3,3,3,3,3,3
1510,2,3,3,3,2,3,3,3,3,3,2.666667,3
1511,2,3,3,3,2,2,3,3,3,3,2.333333,3
1512,1,3,3,3,4,4,3,3,3,3,3.666667,3
1513,2,3,2,3,3,3,4,3,4,2.5,3,3.666667
1514,2,3,2,3,2,3,3,2,2,2.5,2.666667,2.333333
1515,2,2,2,1,1,2,1,1,1,2,1.333333,1
1516,2,3,3,2,3,2,1,1,1,3,2.333333,1
1517,2,2,2,2,2,2,2,1,1,2,2,1.333333
1518,2,2,2,3,2,3,4,3,4,2,2.666667,3.666667
1519,2,2,2,2,2,3,3,2,3,2,2.333333,2.666667
1520,2,3,3,4,3,3,3,2,3,3,3.333333,2.666667
1521,2,3,3,3,3,3,3,3,3,3,3,3
1522,2,3,2,2,2,2,2,2,2,2.5,2,2
1523,2,3,2,2,2,2,2,2,2,2.5,2,2
1524,2,3,4,2,2,3,2,2,3,3.5,2.333333,2.333333
1525,2,3,4,2,2,3,4,3,4,3.5,2.333333,3.666667
1526,2,3,3,3,3,3,3,2,3,3,3,2.666667
1527,2,3,3,3,3,3,3,2,3,3,3,2.666667
1528,2,3,1,3,2,3,3,4,3,2,2.666667,3.333333
1529,2,3,3,3,3,3,3,3,3,3,3,3
1530,2,3,3,2,2,3,3,2,3,3,2.333333,2.666667
1531,2,2,3,2,2,2,3,3,3,2.5,2,3
1532,2,3,4,3,2,2,3,2,2,3.5,2.333333,2.333333
1533,2,3,3,2,3,3,3,3,3,3,2.666667,3
1534,2,2,2,2,2,2,2,2,2,2,2,2
1535,2,4,4,4,4,4,4,4,4,4,4,4
1536,2,3,1,3,3,3,4,4,4,2,3,4
1537,2,4,4,3,3,3,3,2,3,4,3,2.666667
1538,1,3,3,4,4,4,4,4,4,3,4,4
1539,1,3,2,3,3,2,2,2,2,2.5,2.666667,2
1540,2,2,3,3,2,3,2,2,1,2.5,2.666667,1.666667
1541,2,3,3,3,3,4,3,2,2,3,3.333333,2.333333
1542,1,3,3,2,1,2,3,2,3,3,1.666667,2.666667
1543,2,3,3,3,3,3,2,1,2,3,3,1.666667
1544,1,3,3,4,3,4,4,3,4,3,3.666667,3.666667
1545,2,3,4,4,4,3,3,2,2,3.5,3.666667,2.333333
1546,2,3,3,3,3,3,4,4,4,3,3,4
1547,2,3,3,3,3,3,3,2,3,3,3,2.666667
1548,2,3,3,3,3,3,3,2,3,3,3,2.666667
1549,2,3,3,3,3,3,3,1,2,3,3,2
1550,2,4,4,3,3,4,4,4,4,4,3.333333,4
1551,2,4,4,4,3,3,3,1,4,4,3.333333,2.666667
1552,2,3,2,4,4,3,4,4,4,2.5,3.666667,4
1553,2,3,2,3,3,3,3,2,4,2.5,3,3
1554,1,3,3,1,1,2,3,2,2,3,1.333333,2.333333
1555,2,3,2,3,3,4,4,3,4,2.5,3.333333,3.666667
1556,2,3,3,4,4,4,4,4,4,3,4,4
1557,2,4,4,3,2,3,4,4,4,4,2.666667,4
1558,1,3,3,2,2,3,3,2,3,3,2.333333,2.666667
1559,1,2,2,3,3,3,3,3,3,2,3,3
1560,1,2,2,3,3,2,3,1,3,2,2.666667,2.333333
1561,2,3,4,3,2,2,3,2,3,3.5,2.333333,2.666667
1562,2,3,4,4,2,3,3,1,2,3.5,3,2
1563,1,3,2,3,3,3,3,3,3,2.5,3,3
1564,2,3,3,3,3,3,3,3,3,3,3,3
1565,1,3,2,3,2,3,3,2,2,2.5,2.666667,2.333333
1566,1,2,2,3,4,3,4,2,3,2,3.333333,3
1567,2,3,3,2,2,2,2,2,2,3,2,2
1568,2,3,3,3,3,3,3,3,3,3,3,3
1569,2,3,3,3,3,4,4,3,3,3,3.333333,3.333333
1570,2,4,4,3,3,3,3,3,4,4,3,3.333333
1571,1,4,4,3,3,4,4,4,4,4,3.333333,4
1572,1,3,2,2,2,2,2,2,2,2.5,2,2
1573,2,3,2,3,2,2,2,1,2,2.5,2.333333,1.666667
1574,1,2,2,3,2,3,3,2,2,2,2.666667,2.333333
1575,2,3,3,4,3,4,3,2,3,3,3.666667,2.666667
1576,2,3,3,3,3,2,3,2,3,3,2.666667,2.666667
1577,2,3,3,3,3,3,3,3,2,3,3,2.666667
1578,2,4,2,4,3,3,4,3,4,3,3.333333,3.666667
1579,1,3,4,3,3,4,3,3,2,3.5,3.333333,2.666667
1580,1,3,2,3,3,2,4,2,3,2.5,2.666667,3
1581,1,4,4,3,3,3,3,2,3,4,3,2.666667
1582,1,3,3,3,3,3,3,2,2,3,3,2.333333
1583,1,3,2,3,3,3,4,2,3,2.5,3,3
1584,1,4,4,3,3,3,3,4,3,4,3,3.333333
1585,2,2,2,1,1,3,2,2,2,2,1.666667,2
1586,2,3,3,2,3,2,3,1,2,3,2.333333,2
1587,1,3,4,2,2,2,3,2,3,3.5,2,2.666667
1588,1,3,3,4,3,4,4,4,4,3,3.666667,4
1589,1,3,3,4,3,3,3,3,3,3,3.333333,3
1590,1,3,2,3,3,3,3,2,3,2.5,3,2.666667
1591,1,3,2,2,3,3,2,2,2,2.5,2.666667,2
1592,2,3,2,3,3,3,2,2,2,2.5,3,2
1593,2,3,3,2,2,2,2,2,2,3,2,2
1594,2,4,4,4,3,2,3,1,3,4,3,2.333333
1595,2,3,2,4,3,4,3,4,4,2.5,3.666667,3.666667
1596,2,3,2,4,2,4,3,4,4,2.5,3.333333,3.666667
1597,2,3,3,3,3,3,3,3,3,3,3,3
1598,2,3,2,2,2,2,3,2,3,2.5,2,2.666667
1599,2,3,3,3,3,3,3,2,3,3,3,2.666667
1600,2,4,3,4,3,4,4,2,4,3.5,3.666667,3.333333
1601,2,3,3,3,3,3,3,2,3,3,3,2.666667
1602,2,4,4,4,2,3,4,4,4,4,3,4
1603,2,3,2,3,3,3,2,3,3,2.5,3,2.666667
1604,1,3,3,3,3,4,4,2,4,3,3.333333,3.333333
1605,2,3,2,3,3,4,4,3,3,2.5,3.333333,3.333333
1606,2,4,3,2,3,3,3,1,3,3.5,2.666667,2.333333
1607,1,4,4,4,4,4,3,4,4,4,4,3.666667
1608,1,3,2,3,2,3,3,3,3,2.5,2.666667,3
1609,1,3,3,3,3,4,4,4,4,3,3.333333,4
1610,1,4,4,4,3,3,3,2,4,4,3.333333,3
1611,1,2,2,1,1,2,2,2,2,2,1.333333,2
1612,1,3,4,4,3,3,4,3,4,3.5,3.333333,3.666667
1613,1,3,2,3,3,4,4,3,3,2.5,3.333333,3.333333
1614,2,3,3,2,2,3,4,2,3,3,2.333333,3
1615,2,2,2,1,2,2,2,1,1,2,1.666667,1.333333
1616,1,3,2,1,2,1,1,1,1,2.5,1.333333,1
1617,2,3,3,3,2,3,2,2,2,3,2.666667,2
1618,1,2,2,2,2,2,2,2,2,2,2,2
1619,1,4,3,4,2,3,4,2,4,3.5,3,3.333333
1620,2,4,4,2,3,4,4,3,4,4,3,3.666667
1621,1,3,3,4,4,4,4,3,4,3,4,3.666667
1622,1,3,4,3,3,2,3,2,2,3.5,2.666667,2.333333
1623,2,3,4,4,4,4,4,4,4,3.5,4,4
1624,1,4,4,4,3,4,4,3,4,4,3.666667,3.666667
1625,1,3,2,3,3,3,3,3,2,2.5,3,2.666667
1626,1,3,3,3,3,4,4,4,4,3,3.333333,4
1627,1,3,3,2,2,3,3,2,2,3,2.333333,2.333333
1628,2,3,3,3,3,3,3,3,3,3,3,3
1629,2,3,3,3,3,3,3,2,3,3,3,2.666667
1630,2,3,3,3,3,3,3,3,3,3,3,3
1631,2,3,3,4,3,2,3,4,3,3,3,3.333333
1632,1,3,3,4,4,4,4,3,3,3,4,3.333333
1633,2,3,3,3,3,4,4,4,4,3,3.333333,4
1634,2,3,3,3,3,4,4,3,4,3,3.333333,3.666667
1635,1,3,3,4,4,4,4,4,4,3,4,4
1636,2,3,2,3,3,3,3,2,3,2.5,3,2.666667
1637,2,3,3,2,2,2,2,3,2,3,2,2.333333
1638,2,3,3,3,3,3,3,2,3,3,3,2.666667
1639,2,3,3,4,3,3,3,3,3,3,3.333333,3
1640,2,3,3,3,3,3,4,3,4,3,3,3.666667
1641,2,3,2,1,2,2,2,1,2,2.5,1.666667,1.666667
1642,2,3,3,3,3,3,3,2,2,3,3,2.333333
1643,2,3,3,1,2,2,2,2,2,3,1.666667,2
1644,2,3,3,3,3,3,3,2,2,3,3,2.333333
1645,2,3,1,3,3,3,3,2,4,2,3,3
1646,2,3,2,3,2,3,3,3,2,2.5,2.666667,2.666667
1647,2,3,3,3,3,3,3,3,3,3,3,3
1648,2,4,3,4,3,3,4,3,4,3.5,3.333333,3.666667
1649,2,2,3,2,3,3,3,2,3,2.5,2.666667,2.666667
1650,2,3,3,3,3,3,3,1,3,3,3,2.333333
1651,2,3,3,4,3,3,4,2,4,3,3.333333,3.333333
1652,2,3,4,3,3,3,3,4,4,3.5,3,3.666667
1653,2,3,3,3,2,3,3,3,3,3,2.666667,3
1654,2,4,4,3,4,4,4,3,4,4,3.666667,3.666667
1655,2,3,3,3,2,3,4,4,4,3,2.666667,4
1656,2,3,3,2,2,3,3,2,3,3,2.333333,2.666667
1657,2,4,4,3,3,3,4,3,4,4,3,3.666667
1658,2,3,4,4,3,3,3,2,4,3.5,3.333333,3
1659,2,4,4,4,4,4,4,3,3,4,4,3.333333
1660,1,2,2,3,3,2,3,2,3,2,2.666667,2.666667
1661,1,3,2,3,2,3,3,3,3,2.5,2.666667,3
1662,1,3,3,2,2,2,2,2,2,3,2,2
1663,1,3,1,3,3,3,3,2,3,2,3,2.666667
1664,1,3,3,2,2,3,3,2,3,3,2.333333,2.666667
1665,1,3,3,3,3,3,4,3,4,3,3,3.666667
1666,1,3,3,2,1,2,2,2,2,3,1.666667,2
1667,1,4,4,4,3,4,4,4,3,4,3.666667,3.666667
1668,2,3,3,3,3,3,3,1,3,3,3,2.333333
1669,1,3,3,4,3,3,3,2,3,3,3.333333,2.666667
1670,1,3,3,3,3,3,3,2,3,3,3,2.666667
1671,1,2,3,3,2,3,3,3,3,2.5,2.666667,3
1672,1,3,3,3,3,3,3,2,3,3,3,2.666667
1673,1,3,2,3,2,3,3,3,3,2.5,2.666667,3
1674,1,3,4,3,2,3,2,3,3,3.5,2.666667,2.666667
1675,1,3,3,3,3,3,3,3,3,3,3,3
1676,1,3,2,3,2,2,2,4,3,2.5,2.333333,3
1677,1,2,3,3,3,3,3,3,4,2.5,3,3.333333
1678,1,3,3,4,4,4,3,4,4,3,4,3.666667
1679,1,3,3,3,3,3,3,2,3,3,3,2.666667
1680,1,2,3,4,2,3,4,2,3,2.5,3,3
1681,1,3,3,3,3,3,3,2,3,3,3,2.666667
1682,1,4,3,3,3,3,3,4,4,3.5,3,3.666667
1683,1,3,3,4,3,3,3,2,3,3,3.333333,2.666667
1684,1,3,4,2,2,3,2,3,2,3.5,2.333333,2.333333
1685,1,4,3,4,3,4,3,3,3,3.5,3.666667,3
1686,1,2,3,3,2,2,3,2,3,2.5,2.333333,2.666667
1687,1,3,2,3,2,4,3,2,2,2.5,3,2.333333
1688,1,1,1,2,2,2,3,2,2,1,2,2.333333
1689,1,3,2,3,4,4,4,4,4,2.5,3.666667,4
1690,1,3,3,3,2,3,3,2,3,3,2.666667,2.666667
1691,1,3,3,2,3,3,2,1,2,3,2.666667,1.666667
1692,1,3,3,3,2,2,3,2,2,3,2.333333,2.333333
1693,2,3,2,3,2,3,3,2,4,2.5,2.666667,3
1694,2,3,4,4,3,4,3,1,3,3.5,3.666667,2.333333
1695,2,3,3,3,2,3,4,3,4,3,2.666667,3.666667
1696,2,4,4,3,3,4,3,2,4,4,3.333333,3
1697,2,3,3,2,2,2,3,2,3,3,2,2.666667
1698,2,3,3,3,2,3,3,2,3,3,2.666667,2.666667
1699,2,3,3,2,3,3,3,2,3,3,2.666667,2.666667
1700,2,3,4,4,3,4,4,2,4,3.5,3.666667,3.333333
1701,2,3,3,3,3,3,3,3,3,3,3,3
1702,2,3,3,3,2,2,2,2,2,3,2.333333,2
1703,2,3,3,3,3,3,3,2,3,3,3,2.666667
1704,2,3,3,4,2,3,3,2,3,3,3,2.666667
1705,2,2,2,3,2,2,2,2,3,2,2.333333,2.333333
1706,2,3,3,2,2,2,3,3,3,3,2,3
1707,2,3,3,2,2,2,2,2,2,3,2,2
1708,2,3,4,2,2,2,3,3,2,3.5,2,2.666667
1709,2,3,2,3,2,3,4,4,3,2.5,2.666667,3.666667
1710,2,3,3,2,2,4,4,2,3,3,2.666667,3
1711,2,3,3,3,3,3,3,3,3,3,3,3
1712,2,3,3,3,3,3,4,4,3,3,3,3.666667
1713,2,3,2,2,2,3,2,2,2,2.5,2.333333,2
1714,2,3,2,3,2,3,3,3,3,2.5,2.666667,3
1715,2,3,3,3,3,3,3,3,3,3,3,3
1716,2,3,3,3,3,4,3,3,3,3,3.333333,3
1717,2,3,3,3,2,2,2,2,1,3,2.333333,1.666667
1718,2,3,3,3,2,3,2,2,3,3,2.666667,2.333333
1719,2,3,3,3,2,2,2,3,3,3,2.333333,2.666667
1720,2,4,3,3,2,2,3,3,2,3.5,2.333333,2.666667
1721,2,3,4,2,2,3,3,2,3,3.5,2.333333,2.666667
1722,1,1,2,2,3,2,2,2,2,1.5,2.333333,2
1723,1,3,3,4,3,4,4,4,4,3,3.666667,4
1724,1,3,3,4,4,4,4,4,4,3,4,4
1725,1,3,2,4,3,3,4,4,4,2.5,3.333333,4
1726,1,3,3,4,3,3,2,2,3,3,3.333333,2.333333
1727,1,3,3,2,3,3,3,2,3,3,2.666667,2.666667
1728,1,3,4,2,3,3,3,1,2,3.5,2.666667,2
1729,1,3,3,1,2,2,2,2,2,3,1.666667,2
1730,1,3,3,4,3,3,4,3,4,3,3.333333,3.666667
1731,1,2,3,3,2,3,2,2,2,2.5,2.666667,2
1732,1,2,2,3,3,2,3,2,2,2,2.666667,2.333333
1733,1,3,4,3,2,4,4,4,4,3.5,3,4
1734,1,2,2,3,3,3,3,2,3,2,3,2.666667
1735,1,2,2,2,2,2,2,3,2,2,2,2.333333
1736,1,3,3,3,2,2,3,3,2,3,2.333333,2.666667
1737,1,2,2,2,2,2,2,2,2,2,2,2
1738,1,3,2,3,3,3,3,3,3,2.5,3,3
1739,1,4,3,4,4,4,4,3,4,3.5,4,3.666667
1740,1,3,3,3,2,3,3,2,3,3,2.666667,2.666667
1741,1,3,3,3,3,3,3,3,3,3,3,3
1742,1,3,3,1,2,2,1,2,1,3,1.666667,1.333333
1743,1,3,2,4,4,4,3,2,4,2.5,4,3
1744,1,2,2,3,2,3,3,2,3,2,2.666667,2.666667
1745,1,3,3,4,3,3,3,1,2,3,3.333333,2
1746,1,4,4,3,4,3,3,3,3,4,3.333333,3
1747,1,3,4,3,3,3,4,4,3,3.5,3,3.666667
1748,1,3,2,3,3,3,3,3,3,2.5,3,3
1749,1,3,2,4,4,4,4,4,4,2.5,4,4
1750,1,3,2,2,2,2,2,2,2,2.5,2,2
1751,2,3,3,2,2,3,2,2,3,3,2.333333,2.333333
1752,2,3,4,3,3,3,3,3,3,3.5,3,3
1753,2,3,3,3,3,3,3,3,3,3,3,3
1754,2,3,3,3,2,3,3,3,3,3,2.666667,3
1755,2,3,2,2,2,2,3,2,3,2.5,2,2.666667
1756,2,2,2,2,2,3,2,2,2,2,2.333333,2
1757,2,4,4,3,3,3,4,4,4,4,3,4
1758,2,4,4,4,2,3,3,2,3,4,3,2.666667
1759,2,4,2,4,3,4,4,4,4,3,3.666667,4
1760,2,3,2,2,3,2,2,2,2,2.5,2.333333,2
1761,2,3,4,3,2,3,3,2,3,3.5,2.666667,2.666667
1762,2,3,3,3,3,3,3,2,3,3,3,2.666667
1763,1,2,2,3,2,3,2,3,3,2,2.666667,2.666667
1764,1,3,2,1,2,2,2,2,2,2.5,1.666667,2
1765,1,3,2,3,3,3,3,3,3,2.5,3,3
1766,1,3,3,3,3,3,3,3,3,3,3,3
1767,1,3,3,3,3,3,3,3,3,3,3,3
1768,1,4,4,4,3,4,4,3,4,4,3.666667,3.666667
1769,1,4,2,4,2,4,4,4,4,3,3.333333,4
1770,1,3,2,3,2,2,3,3,3,2.5,2.333333,3
1771,1,4,4,4,4,4,4,4,4,4,4,4
1772,1,4,4,3,2,3,2,3,3,4,2.666667,2.666667
1773,1,3,3,3,2,2,2,3,2,3,2.333333,2.333333
1774,1,3,2,4,3,3,4,3,3,2.5,3.333333,3.333333
1775,1,3,3,4,3,4,4,3,3,3,3.666667,3.333333
1776,1,2,3,2,2,2,2,2,2,2.5,2,2
1777,1,4,4,4,4,4,4,4,4,4,4,4
1778,1,3,3,4,3,3,4,3,4,3,3.333333,3.666667
1779,1,4,3,4,4,4,4,4,4,3.5,4,4
1780,1,3,1,3,3,3,3,3,3,2,3,3
1781,1,4,4,4,4,4,4,4,4,4,4,4
1782,1,3,4,2,2,3,2,2,3,3.5,2.333333,2.333333
1783,1,3,3,2,3,3,3,3,3,3,2.666667,3
1784,1,4,4,3,4,4,3,2,4,4,3.666667,3
1785,1,2,3,4,3,3,4,2,3,2.5,3.333333,3
1786,1,3,3,3,3,4,4,4,4,3,3.333333,4
1787,1,3,3,3,3,3,4,4,4,3,3,4
1788,1,3,3,2,2,2,2,3,3,3,2,2.666667
1789,1,3,4,4,4,4,4,2,4,3.5,4,3.333333
1790,1,3,3,3,3,3,3,3,3,3,3,3
1791,1,3,3,4,3,4,3,3,4,3,3.666667,3.333333
1792,1,2,2,3,2,3,3,2,3,2,2.666667,2.666667
1793,1,3,3,4,3,3,4,4,4,3,3.333333,4
1794,1,3,4,3,3,3,4,4,4,3.5,3,4
1795,1,3,4,2,2,3,2,1,2,3.5,2.333333,1.666667
1796,1,3,3,3,3,3,3,3,3,3,3,3
1797,1,3,2,3,3,3,2,2,2,2.5,3,2
1798,1,3,3,1,2,2,1,1,1,3,1.666667,1
1799,1,3,3,2,3,3,3,3,3,3,2.666667,3
1800,1,2,2,3,1,3,3,2,3,2,2.333333,2.666667
1801,1,3,3,3,4,3,3,2,2,3,3.333333,2.333333
1802,2,3,4,3,3,3,3,3,3,3.5,3,3
1803,2,2,2,3,3,3,4,4,4,2,3,4
1804,2,3,3,3,3,4,3,2,3,3,3.333333,2.666667
1805,1,2,3,2,2,3,4,3,4,2.5,2.333333,3.666667
1806,1,3,3,3,3,4,3,3,3,3,3.333333,3
1807,2,4,3,4,3,3,3,4,4,3.5,3.333333,3.666667
1808,1,3,2,3,3,3,3,4,3,2.5,3,3.333333
1809,1,3,1,3,2,3,3,3,3,2,2.666667,3
1810,2,2,2,3,3,3,2,2,3,2,3,2.333333
1811,2,3,4,4,3,4,4,4,4,3.5,3.666667,4
1812,2,4,4,2,4,4,4,3,4,4,3.333333,3.666667
1813,1,3,3,3,3,2,3,3,3,3,2.666667,3
1814,2,4,4,3,3,3,4,3,4,4,3,3.666667
1815,1,3,3,4,3,3,3,2,3,3,3.333333,2.666667
1816,1,3,4,3,3,4,4,3,4,3.5,3.333333,3.666667
1817,1,3,3,2,2,2,3,2,3,3,2,2.666667
1818,1,3,2,3,2,2,3,3,2,2.5,2.333333,2.666667
1819,2,3,2,2,2,3,2,1,2,2.5,2.333333,1.666667
1820,2,2,2,2,2,3,2,2,2,2,2.333333,2
1821,1,2,2,4,2,3,3,3,3,2,3,3
1822,1,4,4,4,4,4,4,4,4,4,4,4
1823,2,3,3,2,3,4,4,2,4,3,3,3.333333
1824,2,4,4,4,3,2,3,2,3,4,3,2.666667
1825,2,3,3,2,2,2,2,2,2,3,2,2
1826,2,3,4,3,3,3,4,3,4,3.5,3,3.666667
